S - Interfering Lines,0.031496062992125984,0.4251968503937008,0.7165354330708661,0.44881889763779526,0.03937007874015748,True
S - Classic Horizontal,0.5004887585532747,1.0,0.13391984359726294,0.45454545454545453,0.9198435972629521,True
S - Cone Scope,0.4975562072336266,0.45356793743890517,0.2570869990224829,0.45356793743890517,0.2101661779081134,True
T - Draws Hashmarks,0.0,1.0,0.0,0.6197458455522972,0.6695992179863147,True
S - Horizontal Cave,0.5141739980449658,0.07086614173228346,0.5669291338582677,0.905511811023622,0.0,False
S - Circle Scope Connected,0.15748031496062992,0.0,0.0,0.4094488188976378,0.5590551181102362,True
S - Slinky Text,0.7244094488188977,0.3228346456692913,0.5984251968503937,0.0,0.03937007874015748,False
S - Classic Vertical-Trails,1.0,0.08406647116324535,0.2756598240469208,0.7878787878787878,0.0,False
concentric_fade,0.0,0.2697947214076246,0.49364613880742914,0.729227761485826,0.13587487781036167,False
T - Font Patterns,0.5118110236220472,0.16535433070866143,0.6141732283464567,0.3937007874015748,0.0,True
S - Classic Horizontal,0.6344086021505376,0.35777126099706746,0.2072336265884653,0.43499511241446726,0.9198435972629521,True
S - Classic Horizontal,0.6344086021505376,0.35777126099706746,0.2072336265884653,0.43499511241446726,0.9198435972629521,True
S - Two Scopes-Trails,1.0,0.030303030303030304,0.5210166177908113,0.46236559139784944,0.24144672531769307,False
S - Two Scopes-Trails,1.0,0.030303030303030304,0.5210166177908113,0.46236559139784944,0.24144672531769307,False
S - Perspective Lines,0.5161290322580645,0.5796676441837733,0.07526881720430108,0.9305962854349951,0.0,True
S - Perspective Lines,0.5161290322580645,0.5796676441837733,0.07526881720430108,0.9305962854349951,0.0,True
the_red_sun,0.12512218963831867,0.8856304985337243,0.3519061583577713,0.2678396871945259,0.3176930596285435,True
one_line_fade,0.6979472140762464,0.4447702834799609,0.021505376344086023,0.49266862170087977,0.19452590420332355,False
concentric_fade,0.47244094488188976,0.09448818897637795,0.4566929133858268,0.0,0.0,False
concentric_fade,0.09872922776148582,0.020527859237536656,0.2482893450635386,0.059628543499511244,0.3616813294232649,True
